,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-8026099268928087567,-8026099268928087567,-5833012379380837354,7127997889533450554,-8343581376353287618,34557439830244258,-3.1253617930698424e+18
-8025433077701076525,-8025433077701076525,3541770362851368020,-5669503112960687520,-1676378465482420452,-3875881534863988868,-7.48496077395192e+18
-8018192200278263695,-8018192200278263695,-615862350872519037,-3324787160651928845,7039033478836344543,4313871021753084020,-2.4761000340999593e+18
-8018088591294066196,-8018088591294066196,-908505899495735224,4891164246772479976,-3537777320523757545,-8142426490949346803,6.754417485681598e+18
-8009994379436553252,-8009994379436553252,8381798621267347902,8219310215587599928,-7356135999773525293,1433951803438448289,-4.187268503708157e+18
-8009527121402763559,-8009527121402763559,3779639438468810958,-9128652074338368262,9151634133568930081,-5778988730475305016,6.304895356046683e+18
-7992053163122498177,-7992053163122498177,-1419343869401004365,3995377148178067553,8084284001249507595,-2697906762425596568,-1.1115188903690333e+18
-7990179956144740367,-7990179956144740367,6941466664989793964,4866620033136147586,6873454157736399518,-8025433077701076525,3.7275878826175386e+18
-7986975759046428357,-7986975759046428357,1349971382589894814,3609315114795782005,8844011188151156774,-5715266554592745669,9.208127165664288e+18
-7977868424702448788,-7977868424702448788,-9076501258717815738,4904775878165401439,679005777543560737,4069333494579100211,6.236312923258955e+18
-7959318068735027467,-7959318068735027467,6778168087818060600,-7033990154815318757,2623290164732957912,7342707578347442862,-7.277691357631151e+18
-7953698795259311774,-7953698795259311774,1252762949661329700,8869575677747285539,-3699283667575074041,-7255737497176527784,-5.823398424129441e+18
-7926018713416777892,-7926018713416777892,-2261845840076552387,-1868297195590431285,-1804728901674946596,-7101541512657907485,-7.900768082301348e+18
-7925445844362296966,-7925445844362296966,-9103776596534246502,3321223121670148312,4333668738649701866,2051327203770554158,-3.854488592949786e+18
-7908990633460844158,-7908990633460844158,7612428320594238723,7544768317373280661,-3338916066794638254,3779434447835779494,-6.940659689413148e+18
-7905002887579197656,-7905002887579197656,-7905002887579197656,-5581910915745827384,-6245524727898921842,8195862936106508846,-1.1505912292503186e+18
-7900768082301348135,-7900768082301348135,1431351528207086249,-1804728901674946596,-7900768082301348135,4463025528374352465,-5.600393064072065e+18
-7895534832212398576,-7895534832212398576,4633013345375349272,-4749032095489327822,7616472242818646827,-4698104907897418459,-2.1781001333499727e+18
-7891960098457323262,-7891960098457323262,-9002191823887486987,1662917027785920354,9207286802575546269,-5027816744653977347,-8.311338126170554e+18
-7891293130731329672,-7891293130731329672,5940374562401786524,5681075485882787671,-4068545238978420047,-498521148402713730,3.80165830458839e+18
-7879096649194981370,-7879096649194981370,-1419343869401004365,8084284001249507595,6045455576279706291,3995377148178067553,-2.6979067624255964e+18
-7876497512693688413,-7876497512693688413,-5314778455998444995,-4575943417765899041,5947470908330062710,2474876390020567211,3.884256359744616e+18
-7875485745277808506,-7875485745277808506,5473340184873040894,-4948717594596229869,-1511619461666295654,4647928672998188259,6.881796783400626e+18
-7862677531530632089,-7862677531530632089,2819427195737975069,1805789466376069146,7823781477664935857,-3850335246895770347,-2.2908139324498778e+17
-7838000919054582150,-7838000919054582150,6206342468637502921,-9092333155845304874,4056017896532335209,-7812176982819372240,-4.024233104105796e+18
-7833921387228274142,-7833921387228274142,5947470908330062710,-5314778455998444995,2474876390020567211,-4575943417765899041,3.884256359744616e+18
-7826213337362450520,-7826213337362450520,-5920475612630001479,6001127456099879458,-4248528062574538011,-5521549171704079872,-3.265730906936164e+18
-7820640624231356730,-7820640624231356730,6525794335263078309,8982094176562780806,8878031598946138458,2841458704671711663,3.4651274475985464e+18
-7812176982819372240,-7812176982819372240,6206342468637502921,4056017896532335209,-4024233104105796278,-8245663037926520114,-6.20767065461484e+18
-7809508238092432842,-7809508238092432842,-1313614305945895108,-330801551666885085,-3027055440570405664,2847365042071859088,-1.3128506811278653e+18
-7805090055463938263,-7805090055463938263,2608740049979127115,-7820640624231356730,2841458704671711663,8786528563105605644,6.984066580750578e+18
-7796858148829878756,-7796858148829878756,-4485188959476061019,654383168348870348,-8704908797766843570,3492139128548911513,-2.8643788954818744e+18
-7780475830807410936,-7780475830807410936,186710613029854965,-7259527987837041658,-5289386635926629588,5232169374213306041,-5.41140448562245e+18
-7777013191403056825,-7777013191403056825,-2041630887686751489,-1501277643953505671,6237433897543964784,-8426084422061984285,-6.878119266243511e+18
-7766518409111702133,-7766518409111702133,5817939718364925129,4869691310149728361,5380540855517464621,2847365042071859088,-7.766518409111703e+18
-7762049078455894395,-7762049078455894395,2394847196776462305,7303676031229268527,7203367456821804602,-7388035385087807288,8.852691534826735e+17
-7732246497578572511,-7732246497578572511,1099809408921653201,3467834993860080188,-9020955625521881630,3770082505811422124,5.669290109546992e+18
-7726397374158219907,-7726397374158219907,-5628897645967553681,1990052153136096105,8710192305140953186,-7217198366041991957,7.85102256481885e+18
-7722236679806608274,-7722236679806608274,-945863510619496974,6576868026875674101,-7215110246375999491,8898031730873390440,7.004101889471761e+18
-7714713652743527644,-7714713652743527644,-1737937277055036780,7251252752220327534,-1706114177222872702,-720777800522871309,-7.454907763335725e+18
-7702672626132856079,-7702672626132856079,-4037032837327175755,-2382583983070627054,3294074907209583622,-519908173368613957,3.779639438468811e+18
-7691630854548349557,-7691630854548349557,5843350704442714396,-3785072380450959101,-2250487690322202259,459008865413659388,-6.362580505010803e+18
-7685837606421530296,-7685837606421530296,-7685837606421530296,6016376495317032228,1339353160969606996,6090517797383271316,-8.279505492976428e+18
-7684863035595645318,-7684863035595645318,7569814035922103969,-7454907763335725103,7251252752220327534,-6510151088126868601,5.156657166068503e+18
-7681408188643141872,-7681408188643141872,7277161137091492767,7767869406844505704,7454130161726657097,-7043209138459666190,-2871288807409592.0
-7673844339521298105,-7673844339521298105,-8980834789053459155,-3718969219417182449,8433131156569129937,8295457724580096419,2.323403245382927e+18
-7666273193533605701,-7666273193533605701,8527071648070448758,-4974757204495953627,5424502143558028097,-6732229745645090645,3.086800924266336e+18
-7660505434580831027,-7660505434580831027,2709926970543371965,1984587708208773,-6124198068300347794,6643427232964983922,5.530820581773168e+18
-7655127094029937288,-7655127094029937288,-6875247493073242590,31349081826574004,-8781597910014596432,-4738242186452730534,-4.4082375822273496e+16
-7646922141533719881,-7646922141533719881,-7113155163062752691,9175693555063886126,2280365999288629014,1873952032843878490,-7.48496077395192e+18
-7646489242554562522,-7646489242554562522,-5204755921272353160,2668385070649954934,8267509427016592713,8300126456272756546,-7.021125848924244e+16
-7639185658532886960,-7639185658532886960,90383487344892230,1333053624108726661,374674704202038318,6524157088939139948,8.582210754044681e+18
-7638840925036528150,-7638840925036528150,1117455951802655890,4333668738649701866,3321223121670148312,6650072898902843826,-3.2856209567048366e+18
-7627738093477170171,-7627738093477170171,-1572252285162838958,3091351089612339864,6527704900182256036,8477804012624580461,-1.4193438694010043e+18
-7627277742224639768,-7627277742224639768,8355302955998803709,9178250635927683,4109366816886873672,9158289456544908688,4.786732753690612e+18
-7623502978685822577,-7623502978685822577,-8913397556833789413,-4864344772765973009,-7034660627992927630,215332765550420709,7.944907848226042e+18
-7620438371471449873,-7620438371471449873,-4187268503708157132,8381798621267347902,8219310215587599928,1433951803438448289,7.420742904084385e+18
-7613994611628693820,-7613994611628693820,5401376580769090495,8631616594020837056,-8370744479086515302,-2720012228333470715,-3.850803681204407e+18
-7586203274767893481,-7586203274767893481,-8686523832043452855,-1852234953549915446,6240076106289531207,6932547594283220441,1.0310608165925021e+18
-7585525446062170144,-7585525446062170144,-7165716941095296287,7395435905985567130,5237574390644778994,491373795166252904,-5.086435085468198e+18
-7584037043735285197,-7584037043735285197,6769852549722242790,9060231864899459154,881166463209244600,-1306208577536428610,8.954421145690968e+17
-7580433478964181862,-7580433478964181862,3241240229241793423,-9019582414165805420,-973131232603202326,-8343581376353287618,3.4557439830244256e+16
-7571123172959828025,-7571123172959828025,4117174730087083056,1590841424376000970,-4770861947600256785,171877380813632915,-2.8713479070447693e+18
-7570652411388243006,-7570652411388243006,-2630716662499331227,-4893195573827770029,-908505899495735224,-3537777320523757545,-8.018088591294067e+18
-7568926158048616650,-7568926158048616650,5395784585257808296,8881733945001664941,738761744030347929,-3469502952547705884,1.4323117999801761e+18
-7566966163569468290,-7566966163569468290,3492139128548911513,-7796858148829878756,-4485188959476061019,6658257247913756761,-8.704908797766843e+18
-7565625515044903967,-7565625515044903967,80435662809978246,-3302834510061927448,8743240285401859304,7187974705675832644,6.198232071580299e+18
-7564569805639737618,-7564569805639737618,1959495508923903948,-8728075196312712282,-5848755753905481990,4300652811307550975,-6.598777110696521e+18
-7564053678326007415,-7564053678326007415,4575580212020245658,2586379029487881843,-8278633353687754322,-6752460077509522132,-3.2853975929828526e+18
-7555896091148631419,-7555896091148631419,4235212484048164433,7933362470375280252,-273156842634169039,5191381587333696286,5.322532051893154e+18
-7554863616241981368,-7554863616241981368,-4640750981890093183,-3528088210002754978,8243193415815549463,-2715495584815099454,1.392715980907133e+18
-7553931975579248065,-7553931975579248065,-1463025432902754108,-5794047401651735687,7401798504722165526,-1068603220639552685,5.30434405808706e+18
-7550906488404754851,-7550906488404754851,-9172673334835262304,-9153494109165200346,-8909927294729358771,3965818599169726564,-6.734931185433789e+18
-7542498020532209188,-7542498020532209188,-6397413461412629080,-4084394822880420062,1553114235264483780,-2871347907044769386,-1.5579205644699569e+18
-7539647701814009718,-7539647701814009718,-3348652277274905234,2834072258350675251,4430356355587165611,-5750828394349042089,-1.1812425431955162e+18
-7539387928750597096,-7539387928750597096,-9076501258717815738,1507299850679912107,-4132331404553626868,1441248639512899483,4.3074334446106363e+18
-7534240757267992657,-7534240757267992657,7419040071212162906,428486625959995206,-3285620956704836473,2051327203770554158,4.333668738649702e+18
-7529178973676767391,-7529178973676767391,-44082375822273498,7978090893338710234,-8996656559398843485,-7463572107837163154,1.829180586132834e+18
-7525512143002603676,-7525512143002603676,6737022915341644067,-5736221996280340620,834896074125772354,-8208801367848627943,8.289311442635691e+18
-7518373517401484139,-7518373517401484139,7631327570702153011,5008913705695203000,-1995591062742965408,4579392053042969226,9.056727675613133e+18
-7509877147979461087,-7509877147979461087,6984066580750577207,1729892529360390310,-2879657397552025078,2375950438753851487,1.6321660790911278e+18
-7508055250504867652,-7508055250504867652,6737022915341644067,-4386371945374980231,5901067357946111913,8289311442635691404,-8.392586470872505e+18
-7499831854130267106,-7499831854130267106,7926736692763443624,-8578355592291788601,-6772450850499951060,-4748027149000767298,-1.0609905241051356e+18
-7492067511846042603,-7492067511846042603,7526977287801930517,4675505028897335428,2267321579404324900,-3468529816757552062,8.297658253225036e+18
-7485130558326482162,-7485130558326482162,541470630329465127,4575580212020245658,-7564053678326007415,-8278633353687754322,-8.510490754427842e+18
-7484960773951920439,-7484960773951920439,-8025433077701076525,3541770362851368020,-5669503112960687520,4785499183287168509,-1.6763784654824205e+18
-7481609677042800346,-7481609677042800346,-5636731245639685654,6157037646878010131,5701873751630396950,4644184613269860655,-4.2056037340170496e+18
-7474372733748503487,-7474372733748503487,7516228655554309785,3715130189384008388,-2899726011463496555,8969476626572775042,6.045455576279707e+18
-7463572107837163154,-7463572107837163154,-1820269894165785259,-9103776596534246502,1117455951802655890,-3285620956704836473,4.546206336477095e+18
